neighbourhood_group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room_type,construction_year,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,occupancy_rate,estimated_occupied_nights,estimated_revenue,log_price
Manhattan,Theater District,40.7613,-73.98077,False,moderate,Entire home/apt,2019.0,1126,30,6.0,2020-12-20,0.21,3.0,1.0,154.0,0.5780821917808219,211.0,237586.0,7.026426808699636
Manhattan,Financial District,40.70619,-74.01022,False,flexible,Entire home/apt,2005.0,1046,4,19.0,2020-12-20,0.75,2.0,1.0,0.0,1.0,365.0,381790.0,6.952728644624869
Manhattan,Little Italy,40.71899,-73.99773,True,flexible,Entire home/apt,2007.0,290,30,4.0,2020-12-19,0.06,4.0,186.0,279.0,0.2356164383561644,86.0,24940.0,5.66988092298052
Manhattan,Murray Hill,40.74838,-73.97574,False,strict,Entire home/apt,2008.0,957,30,3.0,2020-12-19,0.07,2.0,83.0,364.0,0.0027397260273972603,1.0,957.0,6.863803391452954
Queens,Woodside,40.75565,-73.90706,False,moderate,Entire home/apt,2016.0,571,30,3.0,2020-12-19,0.2,3.0,1.0,128.0,0.6493150684931507,237.0,135327.0,6.3473892096560105
Brooklyn,Bedford-Stuyvesant,40.68877,-73.94387,True,flexible,Private room,2011.0,781,30,1.0,2020-12-19,0.07,2.0,13.0,345.0,0.0547945205479452,20.0,15620.0,6.660575149839686
Queens,Maspeth,40.72762,-73.89262,True,moderate,Entire home/apt,2019.0,541,6,28.0,2020-12-18,0.81,2.0,1.0,0.0,1.0,365.0,197465.0,6.293419278846481
Bronx,Bronxdale,40.85603,-73.86517,True,moderate,Shared room,2011.0,1171,14,59.0,2020-12-18,1.78,4.0,1.0,255.0,0.3013698630136986,110.0,128810.0,7.065613363597717
Queens,Astoria,40.76217,-73.92205,True,flexible,Entire home/apt,2016.0,1193,30,4.0,2020-12-17,0.09,3.0,3.0,44.0,0.8794520547945206,321.0,382953.0,7.084226422097916
Brooklyn,Bushwick,40.69813,-73.9307,True,strict,Private room,2007.0,173,1,6.0,2020-12-16,0.36,2.0,1.0,0.0,1.0,365.0,63145.0,5.153291594497779
Brooklyn,Flatbush,40.65178,-73.96197,False,strict,Private room,2020.0,390,6,3.0,2020-12-16,0.18,2.0,1.0,0.0,1.0,365.0,142350.0,5.966146739123692
Manhattan,Upper East Side,40.78477,-73.94988,False,strict,Entire home/apt,2012.0,759,30,6.0,2020-12-15,0.25,5.0,48.0,186.0,0.4904109589041096,179.0,135861.0,6.63200177739563
Manhattan,Midtown,40.75424,-73.96321,True,flexible,Entire home/apt,2013.0,687,30,1.0,2020-12-15,0.07,2.0,13.0,339.0,0.07123287671232877,26.0,17862.0,6.532334292222349
Brooklyn,Bedford-Stuyvesant,40.68198,-73.91449,False,moderate,Private room,2016.0,415,1,1.0,2020-12-15,0.06,3.0,1.0,0.0,1.0,365.0,151475.0,6.028278520230698
Manhattan,Battery Park City,40.7116,-74.01674,False,moderate,Entire home/apt,2005.0,1073,30,1.0,2020-12-15,0.06,4.0,2.0,0.0,1.0,365.0,391645.0,6.9782137426306985
Brooklyn,Bedford-Stuyvesant,40.69533,-73.94143,False,flexible,Entire home/apt,2021.0,113,14,2.0,2020-12-14,0.13,4.0,1.0,22.0,0.9397260273972603,343.0,38759.0,4.727387818712341
Brooklyn,Bay Ridge,40.63333,-74.0321,False,flexible,Entire home/apt,2014.0,788,2,133.0,2020-12-13,1.73,4.0,1.0,63.0,0.8273972602739726,302.0,237976.0,6.669498089857879
Manhattan,Battery Park City,40.70886,-74.01596,True,flexible,Entire home/apt,2022.0,624,4,9.0,2020-12-13,0.22,2.0,2.0,0.0,1.0,365.0,227760.0,6.436150368369428
Queens,Flushing,40.75806,-73.81961,False,flexible,Entire home/apt,2015.0,319,3,13.0,2020-12-13,0.42,3.0,2.0,0.0,1.0,365.0,116435.0,5.765191102784844
Brooklyn,Bushwick,40.69745,-73.92809,False,flexible,Entire home/apt,2007.0,176,30,2.0,2020-12-13,0.09,5.0,8.0,299.0,0.18082191780821918,66.0,11616.0,5.170483995038151
Manhattan,SoHo,40.72612,-74.00002,True,flexible,Entire home/apt,2022.0,112,30,7.0,2020-12-13,0.34,3.0,1.0,0.0,1.0,365.0,40880.0,4.718498871295094
Queens,Elmhurst,40.74068,-73.87714,True,moderate,Private room,2018.0,932,30,1.0,2020-12-13,0.07,5.0,152.0,57.0,0.8438356164383561,308.0,287056.0,6.837332814685591
Queens,Jackson Heights,40.75111,-73.87831,True,moderate,Private room,2003.0,963,30,2.0,2020-12-13,0.12,5.0,126.0,0.0,1.0,365.0,351495.0,6.870053411798126
Brooklyn,Williamsburg,40.71381,-73.94052,False,moderate,Private room,2010.0,489,14,68.0,2020-12-12,0.81,3.0,2.0,0.0,1.0,365.0,178485.0,6.192362489474872
Bronx,Clason Point,40.81215,-73.85503,True,strict,Private room,2010.0,603,1,18.0,2020-12-12,0.29,2.0,6.0,66.0,0.8191780821917808,299.0,180297.0,6.401917196727186
Brooklyn,Boerum Hill,40.68438,-73.98465,True,strict,Entire home/apt,2003.0,209,30,16.0,2020-12-12,0.27,4.0,1.0,0.0,1.0,365.0,76285.0,5.342334251964811
Bronx,Concourse,40.83451,-73.91881,True,moderate,Private room,2008.0,1164,5,57.0,2020-12-12,1.09,5.0,1.0,0.0,1.0,365.0,424860.0,7.059617628291383
Manhattan,Upper East Side,40.76121,-73.95962,True,strict,Private room,2016.0,1135,30,11.0,2020-12-12,0.25,3.0,1.0,50.0,0.863013698630137,315.0,357525.0,7.034387929915503
Brooklyn,Red Hook,40.67673,-74.00194,True,flexible,Entire home/apt,2003.0,121,7,5.0,2020-12-12,0.16,4.0,1.0,0.0,1.0,365.0,44165.0,4.795790545596741
Brooklyn,Crown Heights,40.66624,-73.93768,False,moderate,Entire home/apt,2012.0,1077,2,16.0,2020-12-12,0.49,5.0,1.0,0.0,1.0,365.0,393105.0,6.981934677156389
Manhattan,Hell's Kitchen,40.75374,-73.9926,True,flexible,Entire home/apt,2011.0,1123,30,4.0,2020-12-12,0.16,4.0,2.0,0.0,1.0,365.0,409895.0,7.023758954738443
Brooklyn,Williamsburg,40.70242,-73.94395,False,moderate,Private room,2017.0,280,30,1.0,2020-12-12,0.06,4.0,125.0,0.0,1.0,365.0,102200.0,5.634789603169249
Queens,Jamaica,40.67595,-73.76463,False,strict,Shared room,2020.0,561,30,480.0,2020-12-11,4.05,5.0,1.0,277.0,0.2410958904109589,88.0,49368.0,6.329720905522696
Brooklyn,Crown Heights,40.67532,-73.94171,False,strict,Entire home/apt,2007.0,1024,4,80.0,2020-12-11,1.54,5.0,1.0,248.0,0.32054794520547947,117.0,119808.0,6.931471805599453
Manhattan,Lower East Side,40.71911,-73.98588,False,strict,Entire home/apt,2003.0,611,3,322.0,2020-12-10,2.4,3.0,1.0,165.0,0.547945205479452,200.0,122200.0,6.415096959171596
Manhattan,East Village,40.72512,-73.97966,True,moderate,Entire home/apt,2010.0,317,10,2.0,2020-12-10,0.12,2.0,1.0,0.0,1.0,365.0,115705.0,5.75890177387728
Queens,Astoria,40.76423,-73.91891,True,moderate,Private room,2021.0,137,30,83.0,2020-12-09,1.1,4.0,2.0,365.0,0.0,0.0,0.0,4.919980925828125
Queens,Bayside,40.76753,-73.76249,True,flexible,Entire home/apt,2007.0,1172,30,16.0,2020-12-09,0.37,5.0,1.0,124.0,0.6602739726027397,241.0,282452.0,7.066466970136958
Manhattan,Hell's Kitchen,40.76816,-73.98657,False,flexible,Entire home/apt,2019.0,165,30,5.0,2020-12-09,0.16,2.0,1.0,0.0,1.0,365.0,60225.0,5.10594547390058
Manhattan,West Village,40.73383,-74.00503,False,moderate,Entire home/apt,2013.0,607,30,49.0,2020-12-08,0.68,2.0,1.0,339.0,0.07123287671232877,26.0,15782.0,6.408528791059498
Bronx,Wakefield,40.8961,-73.85651,False,flexible,Private room,2014.0,266,2,9.0,2020-12-08,0.32,3.0,3.0,32.0,0.9123287671232877,333.0,88578.0,5.583496308781699
Manhattan,West Village,40.73737,-74.00437,True,strict,Entire home/apt,2012.0,914,30,88.0,2020-12-07,0.63,5.0,1.0,65.0,0.821917808219178,300.0,274200.0,6.81783057145415
Queens,Woodside,40.74523,-73.89329,True,flexible,Private room,2012.0,731,30,2.0,2020-12-07,0.09,3.0,152.0,30.0,0.9178082191780822,335.0,244885.0,6.594413459749778
Queens,Jamaica,40.70263,-73.77943,True,moderate,Private room,2017.0,818,2,2.0,2020-12-07,0.12,3.0,1.0,0.0,1.0,365.0,298570.0,6.706862336602747
Manhattan,SoHo,40.72719,-74.00266,False,strict,Entire home/apt,2021.0,1168,7,16.0,2020-12-06,0.21,5.0,1.0,15.0,0.958904109589041,350.0,408800.0,7.0630481633881725
Queens,Astoria,40.77264,-73.92926,False,strict,Entire home/apt,2016.0,75,31,104.0,2020-12-06,1.71,3.0,1.0,280.0,0.2328767123287671,85.0,6375.0,4.31748811353631
Brooklyn,East Flatbush,40.65452,-73.95222,True,flexible,Entire home/apt,2009.0,277,2,32.0,2020-12-06,0.58,2.0,5.0,56.0,0.8465753424657534,309.0,85593.0,5.6240175061873385
Manhattan,East Harlem,40.8094,-73.93796,True,moderate,Entire home/apt,2019.0,1019,3,123.0,2020-12-06,2.57,4.0,2.0,0.0,1.0,365.0,371935.0,6.926577033222725
Brooklyn,Crown Heights,40.67128,-73.95687,False,moderate,Entire home/apt,2020.0,435,2,25.0,2020-12-06,0.69,5.0,1.0,0.0,1.0,365.0,158775.0,6.075346031088684
Brooklyn,Kensington,40.64006,-73.97235,False,moderate,Shared room,2007.0,759,7,2.0,2020-12-06,0.06,3.0,2.0,0.0,1.0,365.0,277035.0,6.63200177739563
Queens,Flushing,40.72363,-73.81033,False,strict,Private room,2020.0,871,1,6.0,2020-12-06,0.2,2.0,3.0,0.0,1.0,365.0,317915.0,6.769641976852503
Manhattan,Financial District,40.70462,-74.01027,True,flexible,Private room,2015.0,851,1,2.0,2020-12-06,0.12,5.0,9.0,341.0,0.06575342465753424,24.0,20424.0,6.7464121285733745
Brooklyn,Bushwick,40.68529,-73.91364,False,flexible,Private room,2020.0,395,28,2.0,2020-12-06,0.08,2.0,171.0,62.0,0.8301369863013699,303.0,119685.0,5.978885764901122
Queens,Astoria,40.76962,-73.91761,True,strict,Private room,2012.0,986,30,6.0,2020-12-06,0.33,3.0,4.0,343.0,0.06027397260273973,22.0,21692.0,6.893656354602635
Manhattan,Hell's Kitchen,40.75923,-73.99434,True,flexible,Entire home/apt,2008.0,1163,1,2.0,2020-12-06,0.12,3.0,1.0,0.0,1.0,365.0,424495.0,7.0587581525186645
Brooklyn,Boerum Hill,40.68592,-73.99007,False,moderate,Entire home/apt,2014.0,1136,14,7.0,2020-12-05,0.12,4.0,1.0,0.0,1.0,365.0,414640.0,7.035268599281097
Manhattan,East Village,40.72898,-73.98346,True,strict,Entire home/apt,2022.0,975,4,16.0,2020-12-05,0.28,3.0,1.0,7.0,0.9808219178082191,358.0,349050.0,6.882437470997847
Brooklyn,East Flatbush,40.63322,-73.94087,True,strict,Entire home/apt,2012.0,301,30,35.0,2020-12-05,0.78,4.0,1.0,55.0,0.8493150684931506,310.0,93310.0,5.707110264748875
Queens,Astoria,40.76825,-73.92464,False,moderate,Private room,2020.0,846,2,8.0,2020-12-05,0.17,5.0,8.0,354.0,0.030136986301369864,11.0,9306.0,6.740519359606223
Brooklyn,East New York,40.66771,-73.89566,True,flexible,Private room,2020.0,1192,30,16.0,2020-12-05,0.44,5.0,9.0,120.0,0.6712328767123288,245.0,292040.0,7.083387847625295
Queens,Woodside,40.74468,-73.90807,False,strict,Private room,2003.0,1164,30,4.0,2020-12-05,0.13,5.0,161.0,347.0,0.049315068493150684,18.0,20952.0,7.059617628291383
Queens,Ridgewood,40.70873,-73.90072,True,flexible,Private room,2019.0,713,30,2.0,2020-12-05,0.13,5.0,2.0,338.0,0.07397260273972603,27.0,19251.0,6.569481420414296
Manhattan,East Harlem,40.80272,-73.94051,False,moderate,Private room,2018.0,1193,30,2.0,2020-12-04,0.07,3.0,5.0,365.0,0.0,0.0,0.0,7.084226422097916
Brooklyn,Sunset Park,40.64852,-73.99972,True,flexible,Private room,2009.0,910,1,144.0,2020-12-04,2.25,2.0,1.0,0.0,1.0,365.0,332150.0,6.813444599510896
Queens,Rosedale,40.65679,-73.72956,False,moderate,Private room,2019.0,57,30,112.0,2020-12-04,2.87,4.0,2.0,309.0,0.15342465753424658,56.0,3192.0,4.04305126783455
Manhattan,Hell's Kitchen,40.76198,-73.99264,True,strict,Entire home/apt,2021.0,966,3,43.0,2020-12-04,1.43,5.0,1.0,5.0,0.9863013698630136,360.0,347760.0,6.873163834212518
Brooklyn,Carroll Gardens,40.67837,-73.9947,True,strict,Private room,2022.0,663,30,108.0,2020-12-03,1.85,5.0,1.0,222.0,0.3917808219178082,143.0,94809.0,6.4967749901858625
Queens,Sunnyside,40.73985,-73.92582,False,flexible,Private room,2016.0,762,30,4.0,2020-12-03,0.13,4.0,17.0,0.0,1.0,365.0,278130.0,6.635946555686647
Manhattan,Lower East Side,40.71906,-73.98259,False,flexible,Entire home/apt,2017.0,887,30,40.0,2020-12-03,1.35,3.0,1.0,0.0,1.0,365.0,323755.0,6.787844982309579
Queens,Astoria,40.76626,-73.92241,False,strict,Private room,2012.0,1152,30,3.0,2020-12-03,0.13,3.0,161.0,364.0,0.0027397260273972603,1.0,1152.0,7.049254841255837
Manhattan,Hell's Kitchen,40.75512,-73.99137,True,strict,Entire home/apt,2018.0,657,30,1.0,2020-12-03,0.06,3.0,2.0,0.0,1.0,365.0,239805.0,6.48768401848461
Brooklyn,Bushwick,40.70674,-73.91959,False,flexible,Private room,2020.0,698,30,129.0,2020-12-01,1.07,4.0,1.0,0.0,1.0,365.0,254770.0,6.548219102762372
Brooklyn,Prospect Heights,40.68098,-73.96604,True,moderate,Entire home/apt,2018.0,586,30,6.0,2020-12-01,0.05,4.0,1.0,0.0,1.0,365.0,213890.0,6.373319789577012
Manhattan,East Village,40.72186,-73.98504,True,strict,Entire home/apt,2011.0,814,30,61.0,2020-12-01,0.73,4.0,2.0,302.0,0.1726027397260274,63.0,51282.0,6.70196036600254
Brooklyn,Williamsburg,40.70903,-73.96499,False,strict,Entire home/apt,2006.0,901,27,13.0,2020-12-01,0.18,2.0,1.0,0.0,1.0,365.0,328865.0,6.803505257608338
Brooklyn,Crown Heights,40.67086,-73.9417,False,moderate,Private room,2014.0,1159,30,176.0,2020-12-01,2.42,3.0,7.0,63.0,0.8273972602739726,302.0,350018.0,7.055312843339752
Manhattan,Morningside Heights,40.80562,-73.95823,False,moderate,Entire home/apt,2010.0,577,30,21.0,2020-12-01,0.31,5.0,2.0,0.0,1.0,365.0,210605.0,6.3578422665081
Brooklyn,Bedford-Stuyvesant,40.68476,-73.91937,True,flexible,Entire home/apt,2007.0,228,2,100.0,2020-12-01,2.26,3.0,1.0,42.0,0.8849315068493151,323.0,73644.0,5.429345628954441
Queens,Astoria,40.76658,-73.92267,False,moderate,Private room,2010.0,725,30,2.0,2020-12-01,0.11,3.0,161.0,361.0,0.010958904109589041,4.0,2900.0,6.586171654854675
Brooklyn,Williamsburg,40.7111,-73.94843,True,strict,Private room,2017.0,312,25,9.0,2020-12-01,0.22,2.0,2.0,0.0,1.0,365.0,113880.0,5.7430031878094825
Queens,Woodside,40.74257,-73.89468,True,flexible,Private room,2019.0,1155,30,1.0,2020-12-01,0.07,3.0,125.0,30.0,0.9178082191780822,335.0,386925.0,7.051855622955894
Bronx,Throgs Neck,40.81193,-73.8277,False,strict,Entire home/apt,2019.0,387,30,19.0,2020-12-01,0.57,5.0,1.0,365.0,0.0,0.0,0.0,5.958424693029782
Brooklyn,Williamsburg,40.70919,-73.92308,False,flexible,Entire home/apt,2010.0,1189,30,14.0,2020-12-01,0.46,4.0,1.0,63.0,0.8273972602739726,302.0,359078.0,7.080867896690782
Manhattan,Chelsea,40.7523,-73.99554,False,strict,Entire home/apt,2022.0,320,30,1.0,2020-12-01,0.07,2.0,86.0,321.0,0.12054794520547946,44.0,14080.0,5.768320995793772
Manhattan,Washington Heights,40.85297,-73.94102,False,flexible,Entire home/apt,2016.0,1164,30,1.0,2020-12-01,0.06,4.0,1.0,0.0,1.0,365.0,424860.0,7.059617628291383
Brooklyn,Park Slope,40.67005,-73.98115,True,moderate,Private room,2019.0,508,30,1.0,2020-12-01,0.07,4.0,218.0,247.0,0.3232876712328767,118.0,59944.0,6.230481447578482
Brooklyn,Prospect Heights,40.67456,-73.96779,False,flexible,Private room,2020.0,315,90,1.0,2020-12-01,0.07,4.0,218.0,247.0,0.3232876712328767,118.0,37170.0,5.752572638825633
Brooklyn,Flatbush,40.65442,-73.95565,True,moderate,Private room,2005.0,512,90,1.0,2020-12-01,0.07,4.0,218.0,248.0,0.32054794520547947,117.0,59904.0,6.238324625039508
Bronx,Longwood,40.81627,-73.90128,True,strict,Entire home/apt,2020.0,1186,30,95.0,2020-11-30,0.8,3.0,1.0,0.0,1.0,365.0,432890.0,7.078341579557671
Queens,Astoria,40.77372,-73.93024,True,moderate,Entire home/apt,2004.0,78,30,15.0,2020-11-30,0.14,5.0,1.0,0.0,1.0,365.0,28470.0,4.356708826689592
Brooklyn,Prospect Heights,40.67604,-73.96372,True,flexible,Entire home/apt,2003.0,222,7,61.0,2020-11-30,0.74,3.0,1.0,0.0,1.0,365.0,81030.0,5.402677381872279
Manhattan,Greenwich Village,40.73503,-73.99715,True,flexible,Entire home/apt,2013.0,308,30,15.0,2020-11-30,0.26,4.0,33.0,259.0,0.29041095890410956,106.0,32648.0,5.730099782973574
Manhattan,NoHo,40.72693,-73.99322,True,flexible,Entire home/apt,2016.0,1100,30,37.0,2020-11-30,0.59,4.0,1.0,0.0,1.0,365.0,401500.0,7.003065458786462
Manhattan,Murray Hill,40.74957,-73.97729,False,moderate,Entire home/apt,2006.0,312,30,3.0,2020-11-30,0.06,3.0,83.0,364.0,0.0027397260273972603,1.0,312.0,5.7430031878094825
Queens,Sunnyside,40.746,-73.9194,False,flexible,Entire home/apt,2012.0,802,80,2.0,2020-11-30,0.06,3.0,1.0,55.0,0.8493150684931506,310.0,248620.0,6.687108607866515
Manhattan,Upper West Side,40.76937,-73.98579,False,moderate,Private room,2008.0,896,30,203.0,2020-11-30,4.35,3.0,1.0,0.0,1.0,365.0,327040.0,6.79794041297493
Brooklyn,Bedford-Stuyvesant,40.69059,-73.95144,True,strict,Entire home/apt,2018.0,717,30,4.0,2020-11-30,0.13,2.0,1.0,92.0,0.7479452054794521,273.0,195741.0,6.57507584059962
Queens,East Elmhurst,40.76523,-73.87308,True,flexible,Private room,2008.0,977,30,74.0,2020-11-30,2.14,3.0,5.0,112.0,0.6931506849315069,253.0,247181.0,6.884486652042782
Manhattan,Hell's Kitchen,40.76752,-73.98743,False,strict,Entire home/apt,2004.0,216,90,2.0,2020-11-30,0.08,5.0,1.0,127.0,0.6520547945205479,238.0,51408.0,5.375278407684165
Queens,Rosedale,40.65703,-73.73174,True,flexible,Private room,2011.0,92,30,45.0,2020-11-30,1.55,3.0,4.0,66.0,0.8191780821917808,299.0,27508.0,4.5217885770490405
Manhattan,Hell's Kitchen,40.76178,-73.9873,False,flexible,Entire home/apt,2011.0,229,30,2.0,2020-11-30,0.08,3.0,13.0,203.0,0.4438356164383562,162.0,37098.0,5.43372200355424
Brooklyn,Williamsburg,40.7074,-73.96202,True,moderate,Entire home/apt,2017.0,899,30,5.0,2020-11-30,0.22,4.0,4.0,308.0,0.15616438356164383,57.0,51243.0,6.80128303447162
Brooklyn,Red Hook,40.67558,-74.01252,True,strict,Entire home/apt,2006.0,1081,365,2.0,2020-11-30,0.12,5.0,1.0,87.0,0.7616438356164383,278.0,300518.0,6.985641817639208
Queens,Woodside,40.74621,-73.89918,False,moderate,Private room,2006.0,417,30,2.0,2020-11-30,0.12,4.0,126.0,0.0,1.0,365.0,152205.0,6.0330862217988015
Brooklyn,Bedford-Stuyvesant,40.68691,-73.93509,True,strict,Private room,2012.0,304,7,1.0,2020-11-30,0.07,3.0,1.0,362.0,0.00821917808219178,3.0,912.0,5.717027701406222
Manhattan,Upper East Side,40.77119,-73.95241,False,moderate,Entire home/apt,2018.0,639,30,84.0,2020-11-29,0.57,3.0,3.0,139.0,0.6191780821917808,226.0,144414.0,6.459904454377535
Manhattan,Hell's Kitchen,40.75962,-73.99159,True,flexible,Entire home/apt,2013.0,884,30,20.0,2020-11-29,0.29,4.0,1.0,0.0,1.0,365.0,322660.0,6.784457062637643
Queens,Flushing,40.75515,-73.83221,True,moderate,Private room,2012.0,333,30,47.0,2020-11-29,0.71,3.0,1.0,365.0,0.0,0.0,0.0,5.808142489980444
Queens,Jamaica,40.68981,-73.80105,True,moderate,Entire home/apt,2013.0,861,30,27.0,2020-11-29,0.6,2.0,1.0,365.0,0.0,0.0,0.0,6.7580945044277305
Manhattan,Upper East Side,40.76958,-73.95454,False,flexible,Entire home/apt,2018.0,468,30,9.0,2020-11-29,0.23,2.0,1.0,249.0,0.3178082191780822,116.0,54288.0,6.148468295917647
Brooklyn,Williamsburg,40.71712,-73.95227,True,strict,Entire home/apt,2022.0,718,2,2.0,2020-11-29,0.05,2.0,1.0,0.0,1.0,365.0,262070.0,6.576469569048224
Queens,Bayside,40.76134,-73.76066,False,moderate,Private room,2008.0,526,30,7.0,2020-11-29,0.26,4.0,2.0,364.0,0.0027397260273972603,1.0,526.0,6.26530121273771
Brooklyn,Bedford-Stuyvesant,40.68078,-73.95052,True,moderate,Private room,2019.0,55,30,36.0,2020-11-29,1.15,5.0,4.0,151.0,0.5863013698630137,214.0,11770.0,4.007333185232471
Manhattan,Midtown,40.76514,-73.98294,False,moderate,Entire home/apt,2010.0,179,3,16.0,2020-11-29,0.67,3.0,1.0,180.0,0.5068493150684932,185.0,33115.0,5.187385805840755
Manhattan,Financial District,40.70588,-74.00938,False,moderate,Entire home/apt,2021.0,792,30,3.0,2020-11-29,0.17,4.0,1.0,0.0,1.0,365.0,289080.0,6.674561391814426
Brooklyn,East New York,40.67461,-73.88718,False,moderate,Entire home/apt,2005.0,889,3,1.0,2020-11-29,0.06,5.0,1.0,0.0,1.0,365.0,324485.0,6.790097235513905
Manhattan,Upper East Side,40.76075,-73.96322,False,strict,Entire home/apt,2018.0,642,4,3.0,2020-11-29,0.17,4.0,1.0,0.0,1.0,365.0,234330.0,6.464588303689961
Manhattan,West Village,40.73816,-74.00234,False,strict,Entire home/apt,2011.0,314,30,65.0,2020-11-28,1.12,2.0,1.0,0.0,1.0,365.0,114610.0,5.749392985908253
Brooklyn,Boerum Hill,40.68862,-73.98324,True,flexible,Entire home/apt,2012.0,405,5,7.0,2020-11-28,0.15,3.0,1.0,0.0,1.0,365.0,147825.0,6.003887067106539
Manhattan,Gramercy,40.73329,-73.98647,True,moderate,Entire home/apt,2013.0,517,30,12.0,2020-11-28,0.27,3.0,1.0,110.0,0.6986301369863014,255.0,131835.0,6.248042874508429
Brooklyn,Canarsie,40.64558,-73.89528,True,strict,Private room,2015.0,996,30,172.0,2020-11-28,3.79,4.0,1.0,0.0,1.0,365.0,363540.0,6.903747257584598
Manhattan,Harlem,40.81887,-73.95328,True,strict,Entire home/apt,2021.0,367,30,23.0,2020-11-28,0.58,2.0,2.0,0.0,1.0,365.0,133955.0,5.905361848054571
Queens,Astoria,40.76209,-73.91268,True,moderate,Entire home/apt,2015.0,222,30,93.0,2020-11-28,2.39,3.0,2.0,0.0,1.0,365.0,81030.0,5.402677381872279
Manhattan,Gramercy,40.73488,-73.98707,False,flexible,Entire home/apt,2021.0,1059,30,27.0,2020-11-28,0.78,3.0,1.0,247.0,0.3232876712328767,118.0,124962.0,6.9650803456014065
Manhattan,East Village,40.72864,-73.9809,False,moderate,Entire home/apt,2004.0,1038,30,18.0,2020-11-28,0.52,5.0,1.0,0.0,1.0,365.0,378870.0,6.945051063725834
Brooklyn,Sunset Park,40.66405,-73.99591,False,flexible,Entire home/apt,2017.0,711,30,5.0,2020-11-28,0.23,3.0,5.0,0.0,1.0,365.0,259515.0,6.566672429803241
Brooklyn,Bedford-Stuyvesant,40.68926,-73.94984,False,moderate,Private room,2005.0,1092,35,1.0,2020-11-28,0.06,2.0,46.0,339.0,0.07123287671232877,26.0,28392.0,6.9957661563048505
Brooklyn,Fort Greene,40.68914,-73.97707,False,strict,Private room,2004.0,465,3,33.0,2020-11-27,0.34,4.0,1.0,88.0,0.7589041095890411,277.0,128805.0,6.142037405587356
Queens,Kew Gardens,40.70836,-73.83025,False,strict,Private room,2021.0,974,30,16.0,2020-11-27,0.21,2.0,4.0,63.0,0.8273972602739726,302.0,294148.0,6.881411303642535
Queens,Astoria,40.76191,-73.92123,True,flexible,Private room,2017.0,537,1,16.0,2020-11-27,0.44,2.0,1.0,0.0,1.0,365.0,196005.0,6.285998094508865
Manhattan,Midtown,40.7444,-73.9879,False,moderate,Private room,2022.0,305,1,1.0,2020-11-27,0.06,3.0,6.0,5.0,0.9863013698630136,360.0,109800.0,5.720311776607412
Manhattan,Hell's Kitchen,40.75436,-73.99391,False,flexible,Private room,2013.0,85,1,7.0,2020-11-26,0.34,2.0,18.0,201.0,0.44931506849315067,164.0,13940.0,4.442651256490317
Manhattan,Upper West Side,40.78237,-73.97438,True,moderate,Private room,2021.0,1146,30,25.0,2020-11-26,0.83,4.0,6.0,365.0,0.0,0.0,0.0,7.044032897274685
Queens,Rego Park,40.7259,-73.85984,False,moderate,Private room,2012.0,1095,30,5.0,2020-11-26,0.19,2.0,1.0,277.0,0.2410958904109589,88.0,96360.0,6.9985096422506015
Bronx,Throgs Neck,40.81521,-73.81993,False,moderate,Private room,2013.0,638,30,47.0,2020-11-25,1.06,5.0,1.0,365.0,0.0,0.0,0.0,6.45833828334479
Manhattan,Washington Heights,40.84573,-73.9391,True,strict,Entire home/apt,2007.0,734,30,70.0,2020-11-25,2.12,3.0,1.0,0.0,1.0,365.0,267910.0,6.598509028614515
Manhattan,Washington Heights,40.84221,-73.94021,True,flexible,Entire home/apt,2021.0,637,30,2.0,2020-11-25,0.11,2.0,1.0,365.0,0.0,0.0,0.0,6.456769655572163
Manhattan,Upper West Side,40.7956,-73.96276,True,flexible,Entire home/apt,2014.0,1119,365,4.0,2020-11-24,0.12,2.0,1.0,193.0,0.4712328767123288,172.0,192468.0,7.020190708311925
Staten Island,Tompkinsville,40.63534,-74.07928,False,strict,Entire home/apt,2019.0,339,30,25.0,2020-11-24,0.9,2.0,6.0,365.0,0.0,0.0,0.0,5.82600010738045
Manhattan,Lower East Side,40.71891,-73.99283,True,strict,Entire home/apt,2020.0,420,14,2.0,2020-11-24,0.11,4.0,1.0,0.0,1.0,365.0,153300.0,6.040254711277414
Brooklyn,Williamsburg,40.7138,-73.96399,True,strict,Private room,2018.0,1143,30,1.0,2020-11-24,0.06,3.0,2.0,144.0,0.6054794520547945,221.0,252603.0,7.04141166379481
Manhattan,East Village,40.72598,-73.97978,False,strict,Entire home/apt,2013.0,500,30,163.0,2020-11-23,1.19,3.0,3.0,350.0,0.0410958904109589,15.0,7500.0,6.214608098422191
Manhattan,Harlem,40.81563,-73.94982,True,strict,Private room,2022.0,890,1,166.0,2020-11-23,3.04,2.0,1.0,0.0,1.0,365.0,324850.0,6.7912214627261855
Queens,Rosedale,40.65973,-73.73219,True,strict,Private room,2004.0,1078,1,119.0,2020-11-23,2.2,3.0,1.0,0.0,1.0,365.0,393470.0,6.982862751468942
Manhattan,Upper East Side,40.77901,-73.94789,False,flexible,Entire home/apt,2004.0,559,2,12.0,2020-11-23,0.59,5.0,1.0,0.0,1.0,365.0,204035.0,6.326149473155099
